site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,flow,flow_dt,flow_unit,flow_nday,class,percentile,percent_median,percent_mean
14209250,"OAK GROVE FORK AT RIPPLEBROOK CAMPGROUND",45.0798,-122.043,17090011,100.53,2019-02-28,cfs,7,0,29.6,66.77,65.36
14209500,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, ",45.1248,-122.073,17090011,1186.67,2019-02-28,cfs,6,3,8.76,53.28,44.91
14210000,"CLACKAMAS RIVER AT ESTACADA, OR",45.2998,-122.354,17090011,1845,2019-02-28,cfs,6,4,13.57,57.73,49.25
14211010,"CLACKAMAS RIVER NEAR OREGON CITY, OR",45.3793,-122.577,17090011,2874.29,2019-02-28,cfs,7,0,25.88,68.45,69.46
14211315,"TRYON CREEK NEAR LAKE OSWEGO, OR",45.4307,-122.674,17090012,19.87,2019-02-28,cfs,7,0,75.96,200.71,150.87
14211400,"JOHNSON CREEK AT REGNER ROAD, AT GRESHAM",45.4865,-122.422,17090012,95.39,2019-02-28,cfs,7,0,85.34,209.69,176.71
14211499,"KELLEY CREEK AT SE 159TH DRIVE AT PORTLA",45.4768,-122.498,17090012,18.55,2019-02-28,cfs,7,0,84.12,179.05,167.12
14211500,"JOHNSON CREEK AT SYCAMORE, OR",45.4775,-122.508,17090012,,,,,0,,,
14211550,"JOHNSON CREEK AT MILWAUKIE, OR",45.4529,-122.643,17090012,137.24,2019-02-28,cfs,7,0,67.39,141.28,102.17
14211720,"WILLAMETTE RIVER AT PORTLAND, OR",45.5175,-122.669,17090012,50028.6,2019-02-28,cfs,7,5,57.71,118.91,92.26
14211814,"FAIRVIEW CREEK AT GLISAN ST NEAR GRESHAM",45.5276,-122.449,17090012,6.48,2019-02-28,cfs,6,0,33.85,79.31,72.08
14211820,"COLUMBIA SLOUGH AT PORTLAND, OR",45.639,-122.763,17080001,310,2019-02-28,cfs,7,0,96,187.94,199.19
14216000,"LEWIS RIVER ABOVE MUDDY RIVER NEAR COUGA",46.0604,-121.985,17080002,516,2019-02-28,cfs,7,3,6.7,54.7,37.15
14216500,"MUDDY RIVER BELOW CLEAR CREEK NEAR COUGA",46.0757,-121.999,17080002,327.14,2019-02-28,cfs,7,2,4.79,39,28.11
14219000,"CANYON CREEK NEAR AMBOY, WA",45.9398,-122.317,17080002,230.57,2019-02-28,cfs,7,0,13.37,41.75,34.95
14219800,"SPEELYAI CREEK NEAR COUGAR, WA",46.0046,-122.344,17080002,48.69,2019-02-28,cfs,7,3,8.72,35.56,30.55
14220500,"LEWIS RIVER AT ARIEL, WA",45.9518,-122.564,17080002,2078.57,2019-02-28,cfs,7,2,3.99,31.33,29.38
14222500,"EAST FORK LEWIS RIVER NEAR HEISSON, WA",45.8368,-122.466,17080002,597.57,2019-02-28,cfs,7,4,21.51,58.45,48.98
14226500,"COWLITZ RIVER AT PACKWOOD, WA",46.6129,-121.679,17080004,450,2019-02-28,cfs,4,2,3.81,47.17,32.93
14231000,"COWLITZ RIVER AT RANDLE, WA",46.5319,-121.957,17080004,833.71,2019-02-28,cfs,7,0,4,41.04,30
14231900,"CISPUS RIVER AB YELLOWJACKET CREEK NEAR ",46.444,-121.84,17080004,569.86,2019-02-28,cfs,7,0,13.57,66.27,59.85
14233500,"COWLITZ RIVER NEAR KOSMOS, WA",46.4662,-122.109,17080005,2247.14,2019-02-28,cfs,7,3,8.83,54.78,41.01
14236200,"TILTON RIVER AB BEAR CANYON CREEK NEAR C",46.5954,-122.46,17080005,491,2019-02-28,cfs,7,3,9.34,45.03,39.54
14238000,"COWLITZ RIVER BELOW MAYFIELD DAM, WA",46.5104,-122.616,17080005,7461.43,2019-02-28,cfs,7,5,61.17,113.35,95.89
14240525,"NF TOUTLE RIVER BELOW SRS NEAR KID VALLE",46.3718,-122.579,17080005,460.29,2019-02-28,cfs,7,0,10.52,43.42,43.22
14242580,"TOUTLE RIVER AT TOWER ROAD NEAR SILVER L",46.335,-122.841,17080005,1412.86,2019-02-28,cfs,7,4,11.43,47.12,43.37
14243000,"COWLITZ RIVER AT CASTLE ROCK, WA",46.2748,-122.915,17080005,9565.71,2019-02-28,cfs,7,5,39.79,88.38,75.87
14246900,"COLUMBIA RIVER AT PORT WESTWARD, NEAR QU",46.1812,-123.183,17080003,207857,2019-02-28,cfs,7,0,38.36,86.2,81.18
14299800,"NEHALEM RIVER NEAR VERNONIA, OR",45.8071,-123.283,17100202,285.71,2019-02-28,cfs,7,0,32.07,76.09,78.47
14301000,"NEHALEM RIVER NEAR FOSS, OR",45.704,-123.755,17100202,3195.71,2019-02-28,cfs,7,5,41.75,82.2,63
14301500,"WILSON RIVER NEAR TILLAMOOK, OR",45.4759,-123.725,17100203,1024.71,2019-02-28,cfs,7,5,29.67,66.65,50.36
14302480,"TRASK RIVER ABOVE CEDAR CREEK, NEAR TILL",45.4462,-123.71,17100203,1115.57,2019-02-28,cfs,7,0,42.28,88.88,70.81
14303200,"TUCCA CREEK NEAR BLAINE, OR.",45.3243,-123.547,17100203,20.79,2019-02-28,cfs,7,5,30.24,82.76,63.06
14303600,"NESTUCCA RIVER NEAR BEAVER, OR",45.2665,-123.847,17100203,1375.71,2019-02-28,cfs,7,5,42.43,85.71,78.49
14305500,"SILETZ RIVER AT SILETZ, OR",44.7151,-123.887,17100204,1782.86,2019-02-28,cfs,7,5,39.86,88.07,67.06
14306340,"EAST FORK LOBSTER CREEK NEAR ALSEA, OR.",44.2479,-123.636,17100205,51.16,2019-02-28,cfs,7,5,70.18,143.99,106.12
14306500,"ALSEA RIVER NEAR TIDEWATER, OR",44.386,-123.832,17100205,4014.29,2019-02-28,cfs,7,5,72.01,192.14,138.63
14307620,"SIUSLAW RIVER NEAR MAPLETON, OR",44.0623,-123.883,17100206,7012.86,2019-02-28,cfs,7,6,83.88,219.84,172.87
14308000,"SOUTH UMPQUA RIVER AT TILLER, OR",42.9304,-122.948,17100302,2852.14,2019-02-28,cfs,7,6,82.88,190.87,151.09
14308500,"ELK CREEK NR DREW, OR",42.8901,-122.918,17100302,508.46,2019-02-28,cfs,5,7,95.11,444.15,331.57
14308990,"COW CREEK ABV GALESVILLE RES, NR AZALEA,",42.8232,-123.126,17100302,467.27,2019-02-28,cfs,6,7,92.05,382.76,269.3
14309000,"COW CREEK NEAR AZALEA, OR",42.8248,-123.179,17100302,77,2019-02-28,cfs,4,5,29.17,68.93,38.03
14309500,"WEST FORK COW CREEK NEAR GLENDALE, OR",42.804,-123.611,17100302,607,2019-02-28,cfs,4,5,65.13,163.39,117.21
14310000,"COW CREEK NEAR RIDDLE, OR",42.9235,-123.429,17100302,4871.43,2019-02-28,cfs,7,7,93.91,411.98,278.87
14312000,"SOUTH UMPQUA RIVER NEAR BROCKWAY, OR",43.1332,-123.398,17100302,14494.3,2019-02-28,cfs,7,7,93.06,367.21,254.26
14313200,"N.UMPQUA R ABV WHITE MULE CK, NR TOKETEE",43.324,-122.197,17100301,,,,,0,,,
14313600,"LEMOLO No.2 CANAL NEAR TOKETEE FALLS, OR",43.2962,-122.402,17100301,,,,,0,,,
14313700,"N.UMPQUA R BLW WARM SPRINGS CK NR TOKETE",43.3548,-122.252,17100301,211.91,2019-02-28,cfs,7,0,93.33,342.67,338.78
14314400,"CLEARWATER NO 1 POWER CANAL, NEAR TOKETE",43.2526,-122.298,17100301,,,,,0,,,
14314500,"CLEARWATER RIVER ABV TRAP CK NR TOKETEE ",43.2443,-122.287,17100301,93.86,2019-02-28,cfs,7,5,69.81,260.72,160.17
14314600,"CLEARWATER NO.2 POWER CANAL NEAR TOKETEE",43.2593,-122.399,17100301,,,,,0,,,
14314700,"CLEARWATER R BLW MOWICH CREEK, NR TOKETE",43.251,-122.338,17100301,102.2,2019-02-28,cfs,4,0,93.33,207.55,230.28
14315500,"NORTH UMPQUA RIVER AT TOKETEE FALLS, OR",43.2637,-122.422,17100301,77.17,2019-02-28,cfs,7,5,30.41,10.85,12.92
14315700,"N.UMPQUA R BLW SLIDE CK DAM NR TOKETEE F",43.2764,-122.45,17100301,707.5,2019-02-28,cfs,6,0,93.33,741.07,442.3
14315900,"FISH CREEK POWER CANAL NEAR TOKETEE FALL",43.2564,-122.451,17100301,,,,,0,,,
14315950,"FISH CREEK ABV SLIPPER CREEK NR TOKETEE ",43.2112,-122.428,17100301,,,,,0,,,
14316455,"N.UMPQUA R BLW SODA SPGS RESV, NR TOKETE",43.3037,-122.499,17100301,383,2019-02-28,cfs,6,0,80.55,123.83,115.74
14316495,"BOULDER CREEK NEAR TOKETEE FALLS, OR",43.3035,-122.53,17100301,115.84,2019-02-28,cfs,7,0,37.78,88.6,81.06
14316500,"N UMPQUA RIVER ABV COPELAND CK NR TOKETE",43.296,-122.537,17100301,,,,,0,,,
14316700,"STEAMBOAT CREEK NEAR GLIDE, OR",43.3498,-122.729,17100301,1185,2019-02-28,cfs,7,5,59.16,117.72,91.22
14318000,"LITTLE RIVER AT PEEL, OR",43.2526,-123.026,17100301,1477.57,2019-02-28,cfs,7,7,91.13,245.04,194.09
14319500,"NORTH UMPQUA RIVER AT WINCHESTER, OR",43.2721,-123.412,17100301,,,,,0,,,
14320934,"LITTLE WOLF CREEK NEAR TYEE, OR",43.4312,-123.587,17100303,81.3,2019-02-28,cfs,5,0,84.56,305.41,225.96
14321000,"UMPQUA RIVER NEAR ELKTON, OR",43.5859,-123.555,17100303,24915,2019-02-28,cfs,6,6,83.97,218.23,176.32
14325000,"SOUTH FORK COQUILLE RIVER AT POWERS, OR",42.8915,-124.071,17100305,4819,2019-02-28,cfs,7,7,96.74,451.28,330.96
14328000,"ROGUE RIVER ABOVE PROSPECT, OR",42.7748,-122.5,17100307,639.4,2019-02-28,cfs,5,4,22.39,79.82,65.52
14330000,"ROGUE RIVER BELOW PROSPECT, OR",42.7296,-122.516,17100307,1128,2019-02-28,cfs,5,4,24.2,79.68,75.64
14332000,"SOUTH FORK ROGUE RIVER NEAR PROSPECT, OR",42.7082,-122.393,17100307,26.38,2019-02-28,cfs,5,5,38.31,58.81,29.93
14335072,"ROGUE R AT COLE M RIVERS F HATCHERY NR M",42.6658,-122.686,17100307,743.29,2019-02-28,cfs,7,0,16.67,55.53,51.55
14337500,"BIG BUTTE CREEK NEAR MCLEOD, OR",42.6512,-122.691,17100307,386.2,2019-02-28,cfs,5,5,53.73,108.2,83.28
14337600,"ROGUE RIVER NEAR MCLEOD, OR",42.6554,-122.715,17100307,1635.71,2019-02-28,cfs,7,5,47.44,97.53,70.23
14338000,"ELK CREEK NEAR TRAIL, OR",42.6787,-122.742,17100307,1108.14,2019-02-28,cfs,7,7,91.61,330.79,235.5
14339000,"ROGUE RIVER AT DODGE BRIDGE, NEAR EAGLE ",42.5248,-122.843,17100307,4312.86,2019-02-28,cfs,7,6,77.69,179.7,135.63
14353000,"WEST FORK ASHLAND CREEK NEAR ASHLAND, OR",42.1487,-122.717,17100308,6.13,2019-02-28,cfs,5,5,32.5,58.38,48.46
14353500,"EAST FORK ASHLAND CREEK NEAR ASHLAND, OR",42.1526,-122.709,17100308,6.37,2019-02-28,cfs,6,5,28.53,76.75,53.53
14354200,"BEAR CREEK BLW ASHLAND CREEK AT ASHLAND,",42.216,-122.722,17100308,202.69,2019-02-28,cfs,7,0,83.6,296.72,178.94
14357500,"BEAR CREEK AT MEDFORD, OR",42.324,-122.867,17100308,350.6,2019-02-28,cfs,7,6,83.26,302.61,167.25
14359000,"ROGUE RIVER AT RAYGOLD NEAR CENTRAL POIN",42.4373,-122.987,17100308,5743.33,2019-02-28,cfs,6,6,76.89,186.08,140.32
14361500,"ROGUE RIVER AT GRANTS PASS, OR",42.4304,-123.318,17100308,8176.67,2019-02-28,cfs,6,6,81.04,229.87,159.32
14362000,"APPLEGATE RIVER NEAR COPPER, OR",42.0637,-123.111,17100309,201.83,2019-02-28,cfs,6,5,33.21,47.65,31.77
14362250,"STAR GULCH NEAR RUCH, OR",42.154,-123.075,17100309,24.87,2019-02-28,cfs,7,6,81.04,388.59,181.8
14366000,"APPLEGATE RIVER NEAR APPLEGATE, OR",42.2415,-123.14,17100309,582.57,2019-02-28,cfs,7,5,50.86,103.32,66.32
14369500,"APPLEGATE RIVER NEAR WILDERVILLE, OR",42.354,-123.407,17100309,,,,,0,,,
14372300,"ROGUE RIVER NEAR AGNESS, OR",42.5784,-124.058,17100310,24060,2019-02-28,cfs,7,7,92.15,361.03,249.95
14375100,"SUCKER CREEK BLW LITTLE GRAYBACK CK, NR ",42.1596,-123.479,17100311,358.67,2019-02-28,cfs,6,5,60.25,128.49,88.21
14377100,"ILLINOIS RIVER NEAR KERBY, OR",42.2318,-123.664,17100311,6600,2019-02-28,cfs,7,7,93.62,389.38,272.55
14400000,"CHETCO RIVER NEAR BROOKINGS, OR",42.1234,-124.187,17100312,11098.6,2019-02-28,cfs,7,7,93.05,371.37,262.43
15015595,"UNUK R BL BLUE R NR WRANGELL AK",56.2402,-130.882,19010105,,,,,0,,,
15024800,"STIKINE R NR WRANGELL AK",56.7077,-132.132,19010207,,,,,0,,,
15041200,"TAKU R NR JUNEAU AK",58.5383,-133.702,19010304,,,,,0,,,
15052000,"LEMON C NR JUNEAU AK",58.3913,-134.423,19010301,,,,,0,,,
15052500,"MENDENHALL R NR AUKE BAY AK",58.4294,-134.575,19010301,45.77,2019-02-28,cfs,7,4,21.62,65.1,47.95
15055500,"ANTLER R BL ANTLER LK NR AUKE BAY AK",58.8516,-134.71,19010301,,,,,0,,,
15056210,"TAIYA R NR SKAGWAY AK",59.5116,-135.346,19010303,,,,,0,,,
15056500,"CHILKAT R NR KLUKWAN AK",59.4149,-135.931,19010303,,,,,0,,,
15057596,"SALMON R AT GUSTAVUS AK",58.4447,-135.742,19010302,35.41,2019-02-28,cfs,7,0,25,23.46,23.36
15058700,"GOVERNMENT C NR KETCHIKAN AK",55.3424,-131.701,19010102,,,,,0,,,
15072000,"FISH C NR KETCHIKAN AK",55.3916,-131.196,19010102,49.1,2019-02-28,cfs,7,2,3.83,18.62,16.25
15081497,"STANEY C NR KLAWOCK AK",55.801,-133.11,19010103,,,,,0,,,
15085100,"OLD TOM C NR KASAAN AK",55.3952,-132.409,19010103,,,,,0,,,
15087700,"INDIAN R AT SITKA AK",57.053,-135.316,19010212,18.61,2019-02-28,cfs,7,0,12.5,69.94,51.01
15088000,"SAWMILL C NR SITKA AK",57.051,-135.23,19010212,79.03,2019-02-28,cfs,7,5,44.65,96.71,58.03
15101490,"GREENS C AT GREENS CREEK MINE NR JUNEAU ",58.083,-134.633,19010204,,,,,0,,,
15129120,"ALSEK R AT DRY BAY NR YAKUTAT AK",59.1903,-138.328,19010404,,,,,0,,,
15129500,"SITUK R NR YAKUTAT AK",59.5864,-139.494,19010405,,,,,0,,,
15200280,"GULKANA R AT SOURDOUGH AK",62.5204,-145.533,19020102,,,,,0,,,
15209700,"WF KENNICOTT R AT MCCARTHY AK",61.4337,-142.943,19020103,,,,,0,,,
15225996,"SOLOMON GULCH TAILRACE NR VALDEZ AK",61.0831,-146.305,19020201,,,,,0,,,
15225997,"SOLOMON GULCH AT TOP OF FALLS NR VALDEZ ",61.0786,-146.305,19020201,3.38,2019-02-28,cfs,7,5,61.43,105.62,97.69
15226620,"LOWE R AB HORSETAIL FALLS NR VALDEZ AK",61.0671,-145.906,19020201,,,,,0,,,
15227090,"VALDEZ GLACIER R AT VALDEZ GLACIER LK NR",61.1489,-146.172,19020201,,,,,0,,,
15236900,"WOLVERINE C NR LAWING AK",60.37,-148.899,19020201,,,,,0,,,
15237730,"GROUSE C AT GROUSE LK OUTLET NR SEWARD A",60.1978,-149.375,19020202,6,2019-02-28,cfs,7,0,36.8,89.69,51.46
15238648,"UPPER NUKA R NR PARK BOUNDARY NR HOMER A",59.6839,-150.705,19020202,,,,,0,,,
15238986,"BATTLE C 1.0 MI AB MOUTH NR HOMER AK",59.7617,-150.955,19020301,,,,,0,,,
15238990,"UPPER BRADLEY R NR NUKA GLACIER NR HOMER",59.7,-150.705,19020301,1.11,2019-02-28,cfs,7,0,87.17,0,396.43
15239001,"BRADLEY R BL DAM NR HOMER AK",59.7577,-150.853,19020301,,,,,0,,,
15239050,"MF BRADLEY R NR HOMER AK",59.7777,-150.756,19020301,,,,,0,,,
15239060,"MF BRADLEY R BL NF BRADLEY R NR HOMER AK",59.7977,-150.865,19020301,,,,,0,,,
15239070,"BRADLEY R NR TIDEWATER NR HOMER AK",59.8011,-150.885,19020301,,,,,0,,,
15239900,"ANCHOR R NR ANCHOR POINT AK",59.7466,-151.755,19020301,,,,,0,,,
15243900,"SNOW R NR SEWARD AK",60.2944,-149.346,19020302,,,,,0,,,
15258000,"KENAI R AT COOPER LANDING AK",60.4922,-149.81,19020302,528.86,2019-02-28,cfs,7,5,44.68,92.9,84.11
15261000,"COOPER C AT MOUTH NR COOPER LANDING AK",60.48,-149.883,19020302,,,,,0,,,
15266110,"KENAI R BL SKILAK LK OUTLET NR STERLING ",60.4661,-150.601,19020302,1172.86,2019-02-28,cfs,7,0,51.27,100.86,89.57
15266300,"KENAI R AT SOLDOTNA AK",60.4769,-151.082,19020302,,,,,0,,,
15271000,"SIXMILE C NR HOPE AK",60.8203,-149.427,19020302,,,,,0,,,
15274600,"CAMPBELL C NR SPENARD AK",61.1389,-149.926,19020401,,,,,0,,,
15275100,"CHESTER C AT ARCTIC BOULEVARD AT ANCHORA",61.2047,-149.897,19020401,,,,,0,,,
15276000,"SHIP C NR ANCHORAGE AK",61.225,-149.637,19020401,,,,,0,,,
15284000,"MATANUSKA R AT PALMER AK",61.6086,-149.073,19020402,,,,,0,,,
15290000,"L SUSITNA R NR PALMER AK",61.7097,-149.232,19020505,27.41,2019-02-28,cfs,7,6,79.74,115.31,116.24
15292000,"SUSITNA R AT GOLD CREEK AK",62.7673,-149.693,19020501,,,,,0,,,
15292700,"TALKEETNA R NR TALKEETNA AK",62.3464,-150.019,19020503,,,,,0,,,
15294005,"WILLOW C NR WILLOW AK",61.7803,-149.887,19020505,,,,,0,,,
15295700,"TERROR R AT MOUTH NR KODIAK AK",57.694,-153.164,19020701,76.2,2019-02-28,cfs,7,5,27.7,84.91,72.95
15297610,"RUSSELL C NR COLD BAY AK",55.1769,-162.69,19030101,378.57,2019-02-28,cfs,7,0,92.35,274.9,235.34
15300300,"ILIAMNA R NR PEDRO BAY AK",59.7579,-153.847,19030206,,,,,0,,,
15302000,"NUYAKUK R NR DILLINGHAM AK",59.9348,-158.19,19030301,3476,2019-02-28,cfs,5,7,95.8,173.8,168.65
15302200,"KOKTULI R NR ILIAMNA AK",59.7926,-155.525,19030302,,,,,0,,,
15302250,"NF KOKTULI R NR ILIAMNA AK",59.8425,-155.719,19030302,,,,,0,,,
15303900,"KUSKOKWIM R AT LISKYS CROSSING NR STONY ",62.0513,-156.213,19030405,,,,,0,,,
15304000,"KUSKOKWIM R AT CROOKED CREEK AK",61.8687,-158.114,19030501,,,,,0,,,
15320100,"WADE C TRIB NR CHICKEN AK",64.118,-141.556,19070502,7.5,2019-02-28,cfs,6,0,0,0,0
15348000,"FORTYMILE R NR STEELE CREEK AK",64.3089,-141.405,19070502,,,,,0,,,
15356000,"YUKON R AT EAGLE AK",64.7892,-141.2,19070504,,,,,0,,,
15453500,"YUKON R NR STEVENS VILLAGE AK",65.8751,-149.72,19080404,,,,,0,,,
15477740,"GOODPASTER R NR BIG DELTA AK",64.4502,-144.945,19080303,,,,,0,,,
15484000,"SALCHA R NR SALCHAKET AK",64.4715,-146.928,19080305,,,,,0,,,
15485500,"TANANA R AT FAIRBANKS AK",64.7923,-147.841,19080307,,,,,0,,,
15493000,"CHENA R NR TWO RIVERS AK",64.902,-146.361,19080306,,,,,0,,,
15511000,"L CHENA R NR FAIRBANKS AK",64.8857,-147.25,19080306,,,,,0,,,
15514000,"CHENA R AT FAIRBANKS AK",64.8454,-147.704,19080306,,,,,0,,,
15515048,"MARGUERITE C 3.6 MI AB EMMA C NR HEALY A",63.9739,-148.761,19080307,,,,,0,,,
15515060,"MARGUERITE C AB EMMA C NR HEALY AK",64.0084,-148.728,19080307,,,,,0,,,
15515500,"TANANA R AT NENANA AK",64.5649,-149.094,19080307,,,,,0,,,
15564879,"SLATE C AT COLDFOOT AK",67.2544,-150.177,19090101,,,,,0,,,
15580095,"NIUKLUK R AB MELSING C AT COUNCIL AK",64.8919,-163.67,19050104,,,,,0,,,
15743850,"DAHL C NR KOBUK AK",66.9456,-156.912,19050302,,,,,0,,,
15747000,"WULIK R BL TUTAK C NR KIVALINA AK",67.8754,-163.677,19050404,,,,,0,,,
015765195,"Big Spring Run near Mylin Corners, PA",39.9959,-76.264,02050306,4.22,2019-02-28,cfs,7,0,69.12,122.67,124.48
15875000,"COLVILLE R AT UMIAT AK",69.3605,-152.123,19060303,,,,,0,,,
15908000,"SAGAVANIRKTOK R NR PUMP STA 3 AK",69.0158,-148.818,19060402,,,,,0,,,
16010000,"Kawaikoi Stream nr Waimea, Kauai, HI",22.1328,-159.62,20070000,25.43,2019-02-28,cfs,7,5,47.98,93.49,55.35
16019000,"Waialae Str at alt 3,820 ft nr Waimea, K",22.0858,-159.569,20070000,7.47,2019-02-28,cfs,7,5,32.94,63.79,23.81
16031000,"Waimea River near Waimea, Kauai, HI",21.9804,-159.66,20070000,143.43,2019-02-28,cfs,7,5,62.65,145.51,69.62
16036000,"Makaweli River nr Waimea, Kauai, HI",21.9714,-159.646,20070000,79.64,2019-02-28,cfs,7,5,61.51,164.95,61.48
16049000,"Hanapepe Riv blw Manuahi Str nr Eleele, ",21.9549,-159.551,20070000,55.91,2019-02-28,cfs,7,5,56.62,126.26,49.27
16060000,"SF Wailua River nr Lihue, Kauai, HI",22.0367,-159.38,20070000,73.51,2019-02-28,cfs,7,5,53,115.6,52.26
16068000,"EB of NF Wailua River nr Lihue, Kauai, H",22.0688,-159.415,20070000,37.7,2019-02-28,cfs,7,5,57.65,120.79,74.36
16071500,"Left Branch Opaekaa Str nr Kapaa, Kauai,",22.0756,-159.396,20070000,3.61,2019-02-28,cfs,7,6,76.55,225.62,128.47
16097500,"Halaulani Str at alt 400 ft nr Kilauea, ",22.1786,-159.419,20070000,6.99,2019-02-28,cfs,7,5,38.68,85.14,58.59
16103000,"Hanalei River nr Hanalei, Kauai, HI",22.1796,-159.466,20070000,150.71,2019-02-28,cfs,7,0,45.41,89.63,54.06
16108000,"Wainiha River nr Hanalei, Kauai, HI",22.1359,-159.558,20070000,77.33,2019-02-28,cfs,7,5,32.13,70.3,49.08
16200000,"NF Kaukonahua Str abv RB, nr Wahiawa, Oa",21.5163,-157.945,20060000,6.39,2019-02-28,cfs,7,5,47.13,95.95,45.97
16208000,"SF Kaukonahua Str at E pump, nr Wahiawa,",21.4888,-157.996,20060000,9.63,2019-02-28,cfs,7,5,55.89,120.53,75
16210100,"Wahiawa Ditch at Wahiawa, Oahu, HI",21.5006,-158.051,20060000,8.68,2019-02-28,cfs,7,0,48.55,98.75,101.76
16210200,"Kaukonahua Stream blw Wahiawa Reservoir,",21.5002,-158.051,20060000,25.96,2019-02-28,cfs,7,0,67.45,37085.7,106.96
16210500,"Kaukonahua Str at Waialua, Oahu, HI",21.5653,-158.12,20060000,36.58,2019-02-28,cfs,4,0,69.76,3658,150.78
16211600,"Makaha Str nr Makaha, Oahu, HI",21.5016,-158.18,20060000,8.04,2019-02-28,cfs,7,7,93.18,664.46,321.6
16212480,"Honouliuli Stream Tributary near Waipahu",21.4018,-158.067,20060000,0.02,2019-02-28,cfs,7,0,68.33,0,66.67
16212490,"Honouliuli Str at H-1 Freeway nr Waipahu",21.3781,-158.045,20060000,7.07,2019-02-28,cfs,7,0,83.33,620.18,721.43
16212601,"Waikele Str at Wheeler Field, Oahu, HI",21.4723,-158.044,20060000,,,,,0,,,
16213000,"Waikele Str at Waipahu, Oahu, HI",21.3835,-158.011,20060000,30.9,2019-02-28,cfs,7,5,56.37,113.23,60.25
16226200,"N. Halawa Str nr Honolulu, Oahu, HI",21.382,-157.903,20060000,8.43,2019-02-28,cfs,7,6,77.33,2554.55,183.26
16226400,"N. Halawa Str nr Quar. Stn. at Halawa, O",21.3719,-157.913,20060000,8.54,2019-02-28,cfs,7,0,83.16,0,297.56
16227500,"Moanalua Stream nr Kaneohe, Oahu, HI",21.3881,-157.849,20060000,,,,,0,,,
16238000,"Makiki Stream at King St. bridge, Oahu, ",21.2966,-157.837,20060000,0.83,2019-02-28,cfs,7,0,49.38,97.65,59.71
16238500,"Waihi Stream at Honolulu, Oahu, HI",21.3284,-157.801,20060000,3.39,2019-02-28,cfs,7,5,68.55,204.22,92.37
16240500,"Waiakeakua Str at Honolulu, Oahu, HI",21.3282,-157.8,20060000,8.58,2019-02-28,cfs,7,7,90.04,253.1,190.67
16241600,"Manoa Stream at Woodlawn Drive, Oahu, HI",21.3084,-157.809,20060000,5.95,2019-02-28,cfs,7,0,62.2,118.29,82.75
16244000,"Pukele Stream near Honolulu, Oahu, HI",21.3067,-157.788,20060000,2.89,2019-02-28,cfs,7,6,75.7,283.33,119.92
16247100,"Manoa-Palolo Drainage Canal at Moiliili,",21.2865,-157.819,20060000,,,,,0,,,
16249000,"Waimanalo Str at Waimanalo, Oahu, HI",21.35,-157.729,20060000,5.99,2019-02-28,cfs,7,0,80.64,204.44,156.4
16254000,"Makawao Str nr Kailua, Oahu, HI",21.3595,-157.762,20060000,7.03,2019-02-28,cfs,7,6,75.42,181.19,113.2
16264690,"Kawainui Stream near Kailua, Oahu, HI",21.3929,-157.774,20060000,0.13,2019-02-28,cfs,7,0,0,0,0
16265000,"Kawa Str at Kaneohe, Oahu, HI",21.4058,-157.79,20060000,5.66,2019-02-28,cfs,7,0,0,0,0
16274100,"Kaneohe Str blw Kamehameha Hwy, Oahu, HI",21.4118,-157.798,20060000,29.36,2019-02-28,cfs,7,0,0,0,0
16275000,"Heeia Stream at Haiku Valley nr Kaneohe,",21.4092,-157.823,20060000,7.9,2019-02-28,cfs,7,7,95.38,448.86,309.8
16283200,"Kahaluu Str nr Ahuimanu, Oahu, HI",21.4387,-157.844,20060000,6.08,2019-02-28,cfs,7,6,86.29,221.09,183.69
16284200,"Waihee Str nr Kahaluu, Oahu, HI",21.4482,-157.857,20060000,11.2,2019-02-28,cfs,7,7,94.31,196.15,180.06
16294100,"Waiahole Stream above Kamehameha Hwy, Oa",21.482,-157.846,20060000,38.26,2019-02-28,cfs,7,0,57.99,112.23,92.24
16294900,"Waikane Str at alt 75 ft at Waikane, Oah",21.4971,-157.863,20060000,20.21,2019-02-28,cfs,7,0,83.32,234.73,170.4
16296500,"Kahana Str at alt 30 ft nr Kahana, Oahu,",21.5406,-157.883,20060000,32.43,2019-02-28,cfs,7,5,69.66,153.41,94.33
16301050,"Punaluu Str abv Punaluu Ditch Intake, Oa",21.5564,-157.899,20060000,33.77,2019-02-28,cfs,7,6,83.87,169.78,142.37
16304200,"Kaluanui Stream nr Punaluu, Oahu, HI",21.5861,-157.908,20060000,7.33,2019-02-28,cfs,7,6,81.54,345.75,185.57
16330000,"Kamananui Str at Maunawai, Oahu, HI",21.6355,-158.055,20060000,27.81,2019-02-28,cfs,7,6,81.13,519.81,173.92
16345000,"Opaeula Str nr Wahiawa, Oahu, HI",21.5623,-158,20060000,17.5,2019-02-28,cfs,7,6,76.29,287.83,155.28
16400000,"Halawa Stream near Halawa, Molokai, HI",21.1555,-156.762,20050000,107.07,2019-02-28,cfs,7,7,96.09,481.86,354.18
16414200,"Kaunakakai Gulch at altitude 75 feet, Mo",21.0965,-157.018,20050000,0,2019-02-28,cfs,7,0,,,
16415600,"Kawela Gulch near Moku, Molokai, HI",21.07,-156.948,20050000,1.24,2019-02-28,cfs,7,0,47.45,82.67,118.1
